,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
90337,2017/12/29,OD-9128,57,22:58,25.50261506
95662,2017/12/29,CR-7757,23,05:47,36.5597622
66996,2017/12/29,EZ-9487,33,19:01,36.06807334
128382,2017/12/29,DX-2501,11,11:24,34.0099418
91275,2017/12/29,SY-7001,49,02:43,25.97637623
30965,2017/12/29,MZ-3034,8,23:49,26.63712722
127646,2017/12/29,NZ-9928,52,01:40,28.54020655
130194,2017/12/29,NZ-1524,16,11:58,23.98675236
72816,2017/12/29,LD-7063,15,16:10,26.86893346
149567,2017/12/29,BL-8732,12,23:35,32.2454139
39174,2017/12/29,HZ-2253,54,02:34,28.56075608
98722,2017/12/29,EO-7995,7,11:09,32.80314036
112975,2017/12/29,BT-7544,17,19:19,29.80556089
90033,2017/12/29,AO-6710,5,15:13,32.10565728
45613,2017/12/29,TU-9616,22,15:59,41.88455377
66905,2017/12/29,DS-7654,48,12:06,30.70277949
75812,2017/12/29,MR-4042,35,14:51,28.32043373
108448,2017/12/29,UV-3298,9,02:31,30.12585805
108286,2017/12/29,RK-5820,45,17:35,33.26196773
128203,2017/12/29,VB-4705,36,15:58,37.9166564
145774,2017/12/29,EY-9013,33,09:45,25.1888606
92386,2017/12/29,ZF-2957,14,13:51,33.69262188
80784,2017/12/29,BC-7532,56,04:53,24.31556257
60676,2017/12/29,HN-5758,37,22:06,33.74565626
141412,2017/12/29,AD-2053,2,17:29,32.88266275
110501,2017/12/29,OK-9232,6,21:45,33.02109764
89634,2017/12/29,FT-3076,50,05:02,25.66355642
92397,2017/12/29,BM-8075,16,23:01,26.99905543
17642,2017/12/29,UT-3012,29,10:38,29.92288928
142039,2017/12/29,XG-3864,50,00:17,25.05306318
148874,2017/12/29,SM-9381,53,05:36,31.04091021
139822,2017/12/29,VB-2703,44,02:16,23.96972977
119396,2017/12/29,ZQ-4658,43,23:03,32.59269221
48820,2017/12/29,AW-1272,11,14:04,28.36960049
104513,2017/12/29,XJ-2813,30,10:24,31.24469996
139764,2017/12/29,UL-3744,33,13:02,32.05078317
121254,2017/12/29,ZU-9918,40,15:15,29.64491443
129434,2017/12/29,EF-3292,44,21:56,29.49139116
82519,2017/12/29,FS-7016,48,15:36,36.74178684
100533,2017/12/29,BO-5713,47,10:26,27.61256976
80046,2017/12/29,EW-4700,40,17:19,30.0035554
36554,2017/12/29,EI-9806,51,06:00,36.48634255
19895,2017/12/29,PF-3869,57,17:29,36.06363944
106465,2017/12/29,GO-4521,3,15:10,29.0660701
56155,2017/12/29,CZ-3796,48,16:51,25.95820341
38862,2017/12/29,TA-3450,5,18:19,32.00007445
131593,2017/12/29,LL-3272,24,11:31,34.21783117
86793,2017/12/29,QS-2748,15,15:25,30.01231847
127272,2017/12/29,ZH-3896,39,20:52,33.21402909
99163,2017/12/29,YK-6711,9,05:50,28.49158362
29646,2017/12/29,WT-1981,21,08:56,34.66404572
115327,2017/12/29,VB-6804,35,19:08,27.13799879
38852,2017/12/29,NL-5331,8,20:11,35.48498362
50153,2017/12/29,OX-8665,13,10:14,32.74058447
46105,2017/12/29,WB-8843,8,06:31,32.04710696
67902,2017/12/29,GS-6115,19,20:16,33.50993962
41319,2017/12/29,XV-4831,37,13:58,29.39638629
122387,2017/12/29,AB-8566,5,10:27,28.55653575
57418,2017/12/29,GL-3090,46,11:19,31.51085735
35484,2017/12/29,BW-2512,39,01:01,31.93537494
43644,2017/12/29,FT-5640,19,13:12,32.53593432
57156,2017/12/29,WY-3397,20,17:47,37.2065722
43574,2017/12/29,ID-7031,51,05:00,33.3722592
102116,2017/12/29,DI-9195,13,15:12,26.58277315
31357,2017/12/29,DJ-7353,23,19:51,30.40782018
92297,2017/12/29,XJ-4885,46,08:16,36.95375543
132845,2017/12/29,NW-8190,10,23:45,39.79897932
136044,2017/12/29,CY-7692,7,22:26,30.29035294
62405,2017/12/29,OW-4936,33,03:33,27.06641918
68414,2017/12/29,MU-9328,56,05:40,36.57107231
78637,2017/12/29,JO-8380,45,20:24,28.25931823
127685,2017/12/29,OJ-4014,18,08:31,32.21052451
120118,2017/12/29,MX-7937,15,03:04,22.87710722
52112,2017/12/29,RX-3518,55,21:39,33.03341115
80974,2017/12/29,EK-6951,53,15:17,27.1222507
36195,2017/12/29,WB-9806,54,02:37,21.6193314
143026,2017/12/29,VV-7133,52,11:00,42.22692947
17624,2017/12/29,CV-1563,55,01:38,32.50869369
1223511,2017/12/29,BL-9947,56,08:44,26.65060056
138903,2017/12/29,DT-5801,34,10:44,31.47547967
104148,2017/12/29,SC-7468,52,06:05,27.32136071
85078,2017/12/29,HA-1794,6,18:50,28.83066865
133556,2017/12/29,HY-7233,43,23:39,27.98209109
19863,2017/12/29,DP-6740,54,07:13,29.61885099
70286,2017/12/29,QN-1561,56,16:36,30.43821301
86682,2017/12/29,GU-8092,37,00:26,27.22715966
33775,2017/12/29,LL-2434,21,08:02,30.92172216
40006,2017/12/29,FW-6143,31,06:55,27.08008915
118825,2017/12/29,TQ-5259,47,06:57,30.89304253
62843,2017/12/29,XZ-8137,8,13:46,27.46780169
80304,2017/12/29,KU-7575,58,06:48,25.28492185
30713,2017/12/29,FA-6888,38,05:32,32.87613272
134138,2017/12/29,LD-6523,44,18:02,31.45907852
46857,2017/12/29,AW-1864,43,03:59,31.71844307
97656,2017/12/29,BH-7192,30,13:31,25.94933038
71715,2017/12/29,BW-4221,3,16:22,25.85137416
118284,2017/12/29,XE-6899,42,23:54,29.92930944
94426,2017/12/29,ZN-2941,48,16:02,25.55128644
64675,2017/12/29,MK-6878,41,07:16,33.18569095
67344,2017/12/29,HA-7762,29,06:56,28.82003342
99313,2017/12/29,YB-2510,26,17:58,28.556515
43863,2017/12/29,QG-6158,22,05:11,30.66203608
84718,2017/12/29,SE-1496,17,23:35,32.99866942
69284,2017/12/29,DN-2759,39,17:47,31.30056982
74646,2017/12/29,YR-4159,35,01:53,22.76467049
16767,2017/12/29,MT-7544,33,06:22,25.15924268
18096,2017/12/29,PQ-7836,47,23:32,31.48136401
34104,2017/12/29,KO-2289,38,18:01,33.985477
25156,2017/12/29,HJ-5465,35,14:47,31.18192245
117462,2017/12/29,IC-2274,45,10:49,26.6989897
30617,2017/12/29,OY-7767,16,12:34,29.2809162
81063,2017/12/29,WG-3503,17,05:50,31.76205691
55163,2017/12/29,CZ-7086,17,10:17,34.59147222
29458,2017/12/29,GF-5450,25,23:55,31.06285141
144747,2017/12/29,EQ-9815,13,06:56,29.24366705
103217,2017/12/29,PG-5562,6,02:53,34.56021834
88303,2017/12/29,RM-8708,51,08:50,26.79631462
25664,2017/12/29,UD-2542,15,13:03,24.64447762
108243,2017/12/29,RL-2087,21,13:14,32.7620747
124586,2017/12/29,ZA-8493,39,17:56,23.9915929
39067,2017/12/29,VY-2894,24,08:27,28.03249578
134376,2017/12/29,XJ-8607,18,20:19,24.23779109
33164,2017/12/29,FT-6965,40,07:30,27.56031389
103345,2017/12/29,SG-9348,33,11:13,25.48272074
90274,2017/12/29,SU-6745,26,12:23,36.53585688
149366,2017/12/29,IW-2551,16,00:09,29.88407735
24745,2017/12/29,QF-2886,31,21:32,31.65051336
123025,2017/12/29,DH-6031,7,08:40,42.27959918
60848,2017/12/29,NQ-5034,47,23:51,31.8576493
29375,2017/12/29,AH-1023,31,23:37,26.81832504
44405,2017/12/29,KE-5704,15,19:01,33.06243169
111784,2017/12/29,JY-1813,9,13:09,31.8154835
23954,2017/12/29,HN-2392,41,17:57,31.6351552
96791,2017/12/29,EK-3536,24,04:46,25.73170412
106264,2017/12/29,DG-6457,44,17:58,25.6994834
115341,2017/12/29,RQ-1457,57,10:57,32.7507882
64385,2017/12/29,PR-8823,50,18:51,29.02873556
852110,2017/12/29,WW-2779,32,02:29,30.66010323
96265,2017/12/29,NF-5260,28,00:55,22.38538086
105885,2017/12/29,AY-3206,8,00:33,26.77090943
62254,2017/12/29,OS-3313,15,23:26,34.69341095
85366,2017/12/29,SY-4229,53,09:31,30.77521047
120686,2017/12/29,MZ-6976,14,15:41,27.45929252
111305,2017/12/29,WB-1130,33,11:34,31.75694933
35519,2017/12/29,WJ-2621,3,19:50,31.44042194
28863,2017/12/29,WL-5258,9,18:10,27.00085115
127434,2017/12/29,NR-6513,11,12:44,32.26077458
92847,2017/12/29,KF-8837,32,21:23,26.39864983
77442,2017/12/29,IA-4257,39,16:48,30.25688781
147365,2017/12/29,MC-3327,2,15:37,30.43566735
54163,2017/12/29,FF-6343,18,09:58,29.32803117
141456,2017/12/29,HP-1009,41,11:51,33.25056642
134527,2017/12/29,QY-4277,7,14:17,36.15992537
24834,2017/12/29,KV-2990,52,16:47,29.41728729
78283,2017/12/29,JX-8924,22,01:01,35.18365702
93781,2017/12/29,UE-2532,22,11:54,31.53277796
90704,2017/12/29,TL-8217,20,04:22,35.34401384
110304,2017/12/29,MN-9390,58,08:20,32.30363009
112417,2017/12/29,EC-3528,5,03:11,24.63952849
66426,2017/12/29,RZ-8373,20,03:54,29.24509949
30581,2017/12/29,OH-2484,30,07:09,35.19527689
64957,2017/12/29,TS-8841,28,01:21,23.78258449
77146,2017/12/29,RH-7427,28,05:30,25.15606537
52519,2017/12/29,JL-5606,58,19:33,32.58915572
80636,2017/12/29,VQ-9933,58,23:32,34.76736774
60993,2017/12/29,IK-7712,28,18:11,28.15915611
62826,2017/12/29,DZ-9256,11,15:38,21.33834633
25171,2017/12/29,YT-2018,31,10:54,33.12088949
82652,2017/12/29,OX-3293,47,17:16,27.90341405
103593,2017/12/29,US-8304,21,07:51,30.19731751
111427,2017/12/29,BJ-3650,12,14:52,30.63928402
136105,2017/12/29,WP-8604,35,17:06,28.98142392
667110,2017/12/29,UL-4616,19,12:59,26.02775381
105715,2017/12/29,JL-2491,31,01:32,25.86622708
71063,2017/12/29,GS-4266,32,15:58,30.46830785
74321,2017/12/29,SM-8673,14,03:30,26.55887102
78313,2017/12/29,CJ-9600,22,22:48,29.90431451
23263,2017/12/29,BO-3765,30,15:14,32.44333821
19156,2017/12/29,LX-7277,32,03:22,37.63955158
18603,2017/12/29,MD-4969,6,11:01,25.57041315
135201,2017/12/29,YW-3654,18,05:40,32.62434622
18272,2017/12/29,NS-5549,45,18:45,33.40550187
124996,2017/12/29,IS-5786,45,03:51,26.15474622
25133,2017/12/29,TK-7144,53,13:16,28.86257872
41919,2017/12/29,OZ-7316,54,16:52,32.33413866
69206,2017/12/29,VV-2630,27,15:37,33.04805282
114494,2017/12/29,AL-3012,12,02:04,29.6286422
51115,2017/12/29,YS-3277,10,09:09,22.94287503
44236,2017/12/29,FV-1155,21,23:47,21.51187218
148127,2017/12/29,TO-4735,51,23:47,33.82457403
44606,2017/12/29,BQ-9776,21,10:46,31.28050016
41183,2017/12/29,DS-8114,31,19:21,33.9516222
105836,2017/12/29,NF-5470,46,09:50,25.18127736
51943,2017/12/29,JA-5953,48,01:11,28.63712561
17867,2017/12/29,AA-9883,27,07:28,35.91196296
88234,2017/12/29,IT-4346,35,19:20,32.87737804
74025,2017/12/29,BP-4490,1,20:07,26.39160905
75622,2017/12/29,BX-1098,21,15:18,41.32683343
76856,2017/12/29,LS-4731,25,06:39,27.62549027
57263,2017/12/29,OL-8867,18,16:15,35.47501685
124794,2017/12/29,EK-9013,9,07:38,25.50582003
20564,2017/12/29,MW-5388,29,03:45,21.71915021
144424,2017/12/29,NN-8605,19,06:21,30.33608397
99497,2017/12/29,XT-2923,48,12:44,37.8148058
81915,2017/12/29,BE-4687,7,05:55,28.12417653
31715,2017/12/29,FH-7683,56,21:03,29.64573867
712012,2017/12/29,CJ-9207,57,06:52,36.73500077
58334,2017/12/29,BE-5745,9,12:16,33.70094274
101454,2017/12/29,BS-6258,1,04:04,27.35742235
41624,2017/12/29,WS-9706,50,16:13,30.79974308
74805,2017/12/29,TU-7220,40,22:19,27.30490602
25475,2017/12/29,BZ-1627,33,05:22,28.86327514
77621,2017/12/29,GS-8172,3,18:00,26.03856433
110574,2017/12/29,AW-3675,12,03:33,30.29760641
94983,2017/12/29,AD-5056,46,22:17,23.16926714
131177,2017/12/29,TL-5369,13,16:44,33.48183924
43003,2017/12/29,LP-3800,47,19:09,27.10114374
62531,2017/12/29,LJ-7663,54,19:23,26.61966417
16713,2017/12/29,MD-1011,31,09:43,23.75703181
57318,2017/12/29,EU-7918,9,21:26,23.07151653
114745,2017/12/29,NH-5680,15,23:44,34.38306744
48217,2017/12/29,GO-9807,55,19:52,30.36435685
88786,2017/12/29,NL-9996,3,00:52,26.22122197
126723,2017/12/29,OD-7631,48,18:02,31.37836487
124594,2017/12/29,UY-6228,2,02:39,18.74121479
126936,2017/12/29,FM-6547,57,13:10,28.30970539
141063,2017/12/29,NS-2069,26,01:22,37.96059605
106435,2017/12/29,JG-3006,25,13:57,33.30284201
132337,2017/12/29,TO-4515,49,19:31,29.949307
26997,2017/12/29,ZO-3928,28,09:23,27.59862343
92983,2017/12/29,GS-6773,24,11:00,29.35249834
98974,2017/12/29,FN-4184,14,15:31,26.18070208
56353,2017/12/29,LL-9756,35,22:12,33.67490658
100586,2017/12/29,XB-9648,51,09:52,30.92308576
63103,2017/12/29,YS-7660,11,19:22,26.32131553
87554,2017/12/29,TO-9277,41,05:19,38.61343607
91456,2017/12/29,QI-1849,24,23:09,29.46972971
75854,2017/12/29,CV-1021,28,16:52,33.89968664
115823,2017/12/29,DA-4405,19,17:44,29.6747432
89227,2017/12/29,BH-4630,1,13:39,39.20351284
87237,2017/12/29,DF-9605,55,14:44,33.2668726
118044,2017/12/29,NG-5004,9,12:24,26.77262911
57895,2017/12/29,ET-4465,9,19:10,39.70816277
89005,2017/12/29,JM-6235,50,16:59,30.59191855
92968,2017/12/29,DR-5478,19,12:25,31.69115937
146318,2017/12/29,VJ-1591,52,17:09,33.96525284
104507,2017/12/29,KE-5057,7,22:48,18.74513627
42376,2017/12/29,SI-1178,1,10:25,28.29600266
141596,2017/12/29,JM-9279,16,08:33,36.41263868
84127,2017/12/29,JH-5594,22,07:47,33.78103665
63596,2017/12/29,OH-4793,44,09:17,22.68010784
77988,2017/12/29,PY-4662,47,22:03,31.63784399
58922,2017/12/29,ZR-8806,10,18:39,30.85815922
46365,2017/12/29,PM-1534,16,14:25,32.13252418
92194,2017/12/29,PH-5525,31,01:25,26.73111073
89914,2017/12/29,UH-2077,29,08:31,26.16243507
31227,2017/12/29,LD-1953,11,02:10,32.2991339
126334,2017/12/29,UU-1555,31,08:15,25.68571878
128264,2017/12/29,BT-3696,47,13:52,32.08409358
175113,2017/12/29,NM-8727,31,16:22,30.87558349
124304,2017/12/29,JU-8546,27,17:28,27.43472964
122005,2017/12/29,IA-8959,44,13:28,32.40912812
71852,2017/12/29,EA-9798,52,02:08,29.49513689
122119,2017/12/29,OY-3490,19,10:14,34.02799388
34105,2017/12/29,UD-4656,33,06:49,35.1110532
51766,2017/12/29,QQ-9134,28,18:37,30.68981584
124903,2017/12/29,XW-2244,50,22:44,25.82405976
969210,2017/12/29,XS-5899,38,11:42,21.53718366
122827,2017/12/29,FM-9424,35,10:42,28.36093848
21664,2017/12/29,QB-2078,36,15:56,24.08865769
45416,2017/12/29,IJ-6464,1,14:06,29.24448489
83744,2017/12/29,XN-4623,34,04:14,30.41984053
122332,2017/12/29,DD-7465,34,03:31,26.49988573
149822,2017/12/29,VU-2578,23,22:41,38.39103364
28115,2017/12/29,TX-1190,49,19:00,30.17909976
72637,2017/12/29,VY-8210,4,02:49,22.82402666
84096,2017/12/29,OG-2178,42,07:50,29.96497502
38933,2017/12/29,TO-4375,38,04:42,32.6998733
68605,2017/12/29,MW-5299,33,07:48,20.32135862
138083,2017/12/29,UP-6011,32,21:54,28.9869583
60315,2017/12/29,GI-5371,25,00:33,37.13909155
40227,2017/12/29,ZN-8924,34,10:59,35.18853418
120973,2017/12/29,UC-1564,41,17:27,26.94966483
98319,2017/12/29,BA-5254,9,18:24,35.25912464
72538,2017/12/29,JK-1298,47,04:47,38.14745584
86026,2017/12/29,UA-3923,32,12:57,28.51488567
142358,2017/12/29,PS-2019,37,17:32,28.06032166
48804,2017/12/29,NX-3666,4,03:43,25.97096975
46244,2017/12/29,NK-7906,2,10:00,29.28648719
113883,2017/12/29,WS-1441,19,21:02,29.56180523
132866,2017/12/29,UJ-2975,41,19:50,27.96153716
102594,2017/12/29,EN-3380,34,08:39,34.27559131
106106,2017/12/29,GX-3670,1,12:12,26.39888154
121397,2017/12/29,KF-1880,40,18:12,36.27761818
142843,2017/12/29,PB-3859,10,12:53,29.65713767
51818,2017/12/29,QD-3151,2,17:01,29.9153103
26924,2017/12/29,IG-5157,3,06:17,36.35713176
103004,2017/12/29,UK-5181,41,18:08,33.74447331
73445,2017/12/29,GD-9731,55,22:39,32.69636975
31154,2017/12/29,IO-1074,46,11:52,27.29546063
102174,2017/12/29,VW-3016,22,15:11,32.43005031
47107,2017/12/29,PK-5181,54,09:39,25.99781669
78685,2017/12/29,SQ-6418,46,12:05,35.72975255
58105,2017/12/29,UA-8198,31,19:22,36.04674032
124877,2017/12/29,AH-9252,37,20:17,29.98779153
54365,2017/12/29,LN-4097,14,12:02,32.88938261
101793,2017/12/29,DD-1612,44,07:33,27.73610981
97555,2017/12/29,HA-7614,21,12:41,29.90937819
66865,2017/12/29,NL-9599,58,17:36,28.3334369
117174,2017/12/29,RW-2891,20,01:35,29.84405981
54285,2017/12/29,GL-7259,44,07:47,32.13651691
142454,2017/12/29,QQ-4003,30,02:10,32.65167408
89175,2017/12/29,VI-4897,17,13:58,25.0746447
22672,2017/12/29,MA-6873,10,18:52,31.31746506
21100,2017/12/29,UZ-9242,5,16:33,33.45391699
83205,2017/12/29,DK-3194,28,11:34,29.53702365
105274,2017/12/29,CI-3002,26,08:06,28.12566613
26719,2017/12/29,KB-1739,41,18:50,27.16213303
28818,2017/12/29,XX-5481,6,19:59,31.92302269
93312,2017/12/29,ME-2685,43,07:43,32.98868604
118686,2017/12/29,MC-5485,15,06:14,27.75490496
76238,2017/12/29,UC-1566,6,16:56,36.27749954
44583,2017/12/29,XQ-2594,17,12:22,27.29293136
83214,2017/12/29,II-5361,41,12:05,38.2815462
41706,2017/12/29,AK-5379,17,03:23,25.84808758
134516,2017/12/29,TB-3345,9,13:34,33.57465404
43296,2017/12/29,JB-1272,54,19:39,36.01698684
98197,2017/12/29,HC-8835,21,06:05,30.2185153
45895,2017/12/29,AY-4483,30,18:32,35.94586411
35007,2017/12/29,RF-6758,22,01:09,33.86391772
109263,2017/12/29,OW-3042,19,18:05,26.5530303
60537,2017/12/29,LC-2433,27,01:22,32.97110082
37617,2017/12/29,LV-9883,40,06:34,37.21801436
66887,2017/12/29,ZI-6835,49,23:38,22.80345717
81284,2017/12/29,OH-4447,11,08:56,29.95836912
63517,2017/12/29,EG-7599,44,06:01,29.6034319
131035,2017/12/29,QT-3854,26,13:25,29.61693952
141857,2017/12/29,OW-9005,30,19:45,31.68634672
106832,2017/12/29,WS-5539,57,09:48,30.94918175
108954,2017/12/29,JW-1236,7,23:15,25.54251163
144664,2017/12/29,KF-6428,43,21:16,31.77255413
98737,2017/12/29,DC-4777,47,06:31,22.36252288
55307,2017/12/29,KP-2539,20,04:43,30.7722143
49934,2017/12/29,BF-2448,36,22:28,31.44080531
146707,2017/12/29,ZD-2936,37,00:05,31.32426795
572112,2017/12/29,NP-7241,37,01:47,33.92361796
84501,2017/12/29,HQ-1286,49,15:53,28.86363693
79182,2017/12/29,FA-1191,31,14:20,30.66381205
81415,2017/12/29,WJ-1097,11,07:31,29.78364685
58133,2017/12/29,XG-6556,51,18:29,36.66972817
56334,2017/12/29,YZ-7227,12,11:40,30.29068829
135391,2017/12/29,TH-4220,36,01:38,31.87599036
68616,2017/12/29,RG-9975,1,19:04,35.73255425
85268,2017/12/29,YR-6827,28,11:52,27.77979788
99718,2017/12/29,JE-2671,53,22:37,32.45633256
757110,2017/12/29,VS-2471,39,10:36,33.52612854
28265,2017/12/29,TG-3215,35,12:00,29.31098975
89926,2017/12/29,XS-1306,35,10:35,35.14699991
50805,2017/12/29,PS-4791,12,09:47,24.41422914
111119,2017/12/29,MJ-1236,29,19:33,31.25546342
54306,2017/12/29,GN-9907,43,09:47,30.75536212
126415,2017/12/29,WU-2539,14,05:59,34.67970485
138803,2017/12/29,QU-3692,18,01:14,31.953895
59488,2017/12/29,IZ-2385,6,08:47,28.99335064
70213,2017/12/29,FX-7890,19,13:57,25.18846012
101575,2017/12/29,WE-9593,22,15:22,30.95695606
92206,2017/12/29,OF-7676,12,06:40,29.06674373
142836,2017/12/29,WY-7999,3,02:25,28.43185823
58039,2017/12/29,JY-3088,42,02:53,35.23915078
62526,2017/12/29,KE-5997,12,20:52,32.14717461
41108,2017/12/29,ZN-4024,13,07:22,27.45536831
92886,2017/12/29,EK-5290,42,20:23,28.47478301
132548,2017/12/29,DQ-7842,5,08:23,32.80599682
137853,2017/12/29,KJ-5063,32,23:58,29.40500885
35355,2017/12/29,AF-9808,39,14:38,37.5613495
79646,2017/12/29,FS-6323,8,12:43,26.13770151
139344,2017/12/29,LR-1812,5,00:43,31.10160616
106295,2017/12/29,OA-3248,16,18:00,20.43778395
33219,2017/12/29,LD-7812,4,10:11,23.04363091
20116,2017/12/29,VQ-7730,39,15:54,32.41064803
58017,2017/12/29,NA-6551,37,20:47,22.78343675
61543,2017/12/29,VE-9616,31,20:26,32.95334325
98683,2017/12/29,UC-6797,11,12:08,28.08238798
111845,2017/12/29,NJ-3363,4,23:42,35.46515829
20476,2017/12/29,DW-8057,38,11:06,36.87909599
116229,2017/12/29,RN-3555,50,05:45,32.11825313
133923,2017/12/29,SC-2514,47,04:18,35.24619516
50345,2017/12/29,HX-4819,22,17:14,32.23606868
21914,2017/12/29,KE-4402,34,00:29,24.30362319
17795,2017/12/29,AF-4574,2,21:19,36.56414787
71285,2017/12/29,SY-2139,29,09:02,24.24615885
125215,2017/12/29,WO-3813,45,10:50,36.10880602
40995,2017/12/29,PH-6912,5,19:07,33.13241666
86393,2017/12/29,WR-6215,14,00:56,28.00691022
83376,2017/12/29,IX-6752,28,19:49,35.21944223
38287,2017/12/29,HM-6020,32,21:22,28.8754323
47964,2017/12/29,HC-1659,53,01:21,27.2309404
114645,2017/12/29,WD-5173,51,00:15,36.61042166
53226,2017/12/29,OR-1447,38,05:55,25.22548001
83852,2017/12/29,MV-2294,43,19:00,29.84549766
119617,2017/12/29,PI-4530,58,15:45,31.1321365
64599,2017/12/29,AL-6138,58,15:16,24.7873452
35525,2017/12/29,GQ-6887,10,13:56,35.17158273
146415,2017/12/29,GT-1976,34,05:49,31.6547994
58362,2017/12/29,KE-1200,11,08:35,31.47995918
43935,2017/12/29,MG-2006,58,09:24,30.09426993
64433,2017/12/29,CF-1427,57,16:50,30.02486809
64687,2017/12/29,QP-6605,12,16:46,27.67483539
34285,2017/12/29,MZ-3685,58,00:03,33.06273282
82609,2017/12/29,NH-1610,34,17:13,29.7453642
33862,2017/12/29,QU-4813,40,13:09,22.42087099
100386,2017/12/29,VY-9553,29,12:59,26.62805432
21967,2017/12/29,QY-8772,30,20:56,30.24188612
85785,2017/12/29,EC-1816,26,10:43,31.05701211
142298,2017/12/29,WL-2003,19,02:38,17.56620251
79320,2017/12/29,UC-2001,9,20:53,29.78520758
33965,2017/12/29,JI-3366,14,03:02,28.16741675
85517,2017/12/29,EB-1975,49,08:59,23.41794287
115173,2017/12/29,CS-1163,50,19:32,24.0916725
43485,2017/12/29,VJ-6323,9,14:00,28.93653574
133146,2017/12/29,YR-2080,20,02:45,25.48485282
20714,2017/12/29,ZX-6109,56,08:13,27.41926513
74205,2017/12/29,OO-4929,26,21:56,28.74078129
143583,2017/12/29,HA-3751,58,05:53,28.65753015
135375,2017/12/29,GN-4061,5,11:20,33.69095958
30924,2017/12/29,BG-2420,42,17:21,30.70727687
97763,2017/12/29,FS-8309,56,04:45,23.33504161
55424,2017/12/29,OE-8524,31,08:42,27.86669289
25515,2017/12/29,GA-2751,43,11:47,31.24560213
110706,2017/12/29,PU-1587,34,02:10,31.05968488
69966,2017/12/29,AX-5126,34,18:53,33.80758647
112185,2017/12/29,MS-4459,35,12:22,36.74668654
91556,2017/12/29,OA-5476,37,20:35,32.04150532
111341,2017/12/29,YX-9722,35,11:20,31.66144367
145705,2017/12/29,DI-2044,55,08:01,28.46598009
110645,2017/12/29,DC-8069,2,20:51,29.79387562
76244,2017/12/29,HT-5796,34,01:18,31.79192955
104916,2017/12/29,QT-9032,49,12:28,31.05129538
42463,2017/12/29,KO-8753,52,10:12,30.06594104
120262,2017/12/29,PW-4766,48,23:05,28.87250575
79785,2017/12/29,VF-4966,48,18:54,29.39122506
24246,2017/12/29,CR-6041,4,06:40,36.0388972
83566,2017/12/29,PR-2748,56,20:16,32.11449245
70865,2017/12/29,WV-7082,51,21:37,22.80321577
17405,2017/12/29,JV-1998,8,21:37,31.84755831
56865,2017/12/29,QN-9480,6,23:44,22.25883981
75417,2017/12/29,VV-2150,21,11:17,31.47025107
128123,2017/12/29,KB-2403,19,00:31,31.19374438
124816,2017/12/29,CZ-6966,43,05:12,29.83693765
24815,2017/12/29,OV-6757,50,13:39,30.66939185
103177,2017/12/29,EC-3858,44,15:18,28.78939441
94834,2017/12/29,OR-8737,4,10:08,35.7852378
79265,2017/12/29,XA-7914,19,08:56,32.26248569
59097,2017/12/29,SV-3909,11,09:26,27.86720634
130253,2017/12/29,AV-7848,50,20:07,30.99593759
49816,2017/12/29,IX-7431,14,13:44,30.50437605
16524,2017/12/29,OH-9474,43,07:38,27.01737724
109346,2017/12/29,TF-4432,8,12:15,24.50901095
145108,2017/12/29,CC-1192,4,08:02,25.99927915
39233,2017/12/29,LY-8609,5,14:59,29.07584227
